Ax,Ay,Az,Gx,Gy,Gz,Label
0.301,0.035,0.875,-45.687,250.130,23.802,Pitch
0.165,-0.023,0.935,-33.779,250.130,21.687,Pitch
0.026,-0.031,1.083,-29.191,231.198,16.191,Pitch
-0.092,-0.076,1.015,-19.962,170.153,9.053,Pitch
-0.160,-0.067,0.993,-4.405,106.824,17.725,Pitch
-0.209,-0.089,1.050,0.405,57.763,20.534,Pitch
-0.258,-0.084,1.094,14.916,-4.473,14.756,Pitch
-0.209,-0.032,1.077,9.122,-63.214,-1.534,Pitch
-0.098,-0.024,1.075,-5.023,-96.595,-16.313,Pitch
-0.099,-0.080,1.078,-0.191,-146.450,-18.656,Pitch
0.013,-0.045,0.954,15.038,-220.183,-21.412,Pitch
0.141,-0.015,0.966,20.405,-249.824,-26.992,Pitch
0.248,0.002,0.958,23.191,-244.328,-23.061,Pitch
0.376,0.017,0.904,28.420,-207.855,-18.473,Pitch
0.450,0.021,0.865,34.015,-162.550,-19.924,Pitch
0.504,0.032,0.835,33.908,-125.153,-15.771,Pitch
0.542,0.027,0.797,31.534,-84.031,-9.611,Pitch
0.572,0.053,0.790,26.122,-24.046,-3.947,Pitch
0.556,0.069,0.750,2.321,56.229,0.962,Pitch
0.487,0.040,0.794,-29.328,171.870,15.985,Pitch
0.470,0.026,0.918,-49.435,250.130,29.641,Pitch
0.327,0.004,0.899,-48.916,250.130,28.107,Pitch
0.147,0.013,0.857,-52.557,250.130,22.626,Pitch
0.056,-0.104,1.041,-46.885,250.130,23.061,Pitch
-0.120,-0.113,1.061,-15.527,185.649,19.611,Pitch
-0.216,-0.079,1.040,-4.916,85.718,10.000,Pitch
-0.268,-0.104,1.102,13.046,7.595,5.374,Pitch
-0.269,-0.080,1.113,14.908,-55.328,3.802,Pitch
-0.182,-0.061,1.129,17.305,-135.183,1.435,Pitch
-0.040,0.009,1.075,10.084,-227.229,-14.542,Pitch
0.051,-0.015,0.953,-4.305,-250.137,-31.260,Pitch
0.255,-0.050,0.888,5.557,-250.137,-34.588,Pitch
0.389,0.032,0.850,32.191,-250.137,-32.427,Pitch
0.420,0.023,0.827,53.817,-240.153,-32.588,Pitch
0.536,0.028,0.803,28.725,-181.137,-20.450,Pitch
0.649,0.049,0.804,13.863,-98.389,-15.198,Pitch
0.660,0.081,0.716,3.489,-12.786,-17.160,Pitch
0.611,-0.030,0.746,-23.473,151.954,2.405,Pitch
0.565,0.005,0.833,-23.718,237.160,14.519,Pitch
0.404,0.017,0.850,-48.344,250.130,21.931,Pitch
0.327,-0.019,0.910,-60.901,250.130,24.305,Pitch
0.189,-0.054,0.956,-60.145,250.130,20.351,Pitch
0.008,-0.085,1.013,-36.046,244.305,20.313,Pitch
-0.139,-0.104,1.033,-21.221,179.908,15.740,Pitch
-0.205,-0.162,1.039,-8.084,116.939,14.450,Pitch
-0.279,-0.129,1.107,1.290,18.832,2.786,Pitch
-0.241,-0.105,1.117,17.443,-82.069,-7.237,Pitch
-0.162,-0.137,1.131,25.122,-182.916,-14.702,Pitch
-0.024,-0.043,0.979,30.763,-250.137,-29.023,Pitch
0.093,-0.019,0.915,29.618,-250.137,-37.725,Pitch
0.336,-0.056,0.845,57.832,-250.137,-27.542,Pitch
0.435,0.023,0.906,78.351,-246.000,-18.763,Pitch
0.500,0.069,0.822,54.298,-195.687,-18.740,Pitch
0.599,0.060,0.784,25.748,-121.794,-14.672,Pitch
0.566,0.070,0.773,10.672,-61.641,-9.962,Pitch
0.656,0.014,0.747,-15.183,54.176,-0.160,Pitch
0.575,0.047,0.767,-32.618,172.901,14.908,Pitch
0.488,0.041,0.856,-55.534,229.794,21.733,Pitch
0.375,-0.039,0.844,-68.542,250.130,34.412,Pitch
0.283,-0.065,0.971,-51.405,250.130,42.878,Pitch
0.098,-0.009,0.990,-38.023,243.603,30.916,Pitch
-0.041,-0.091,0.995,-24.214,188.076,23.015,Pitch
-0.094,-0.100,1.058,-16.267,140.244,17.427,Pitch
-0.135,-0.096,1.000,-5.206,85.985,13.260,Pitch
-0.195,-0.079,1.033,-0.496,33.061,6.145,Pitch
-0.199,-0.076,1.089,7.305,-10.145,2.382,Pitch
-0.171,-0.086,1.056,12.672,-53.359,-2.855,Pitch
-0.105,-0.075,1.112,16.763,-96.504,-8.061,Pitch
-0.094,-0.072,1.056,15.702,-162.901,-11.427,Pitch
0.019,-0.076,0.945,17.573,-250.137,-21.802,Pitch
0.201,-0.043,0.937,39.603,-250.137,-20.626,Pitch
0.341,0.014,0.850,52.740,-250.137,-15.244,Pitch
0.450,0.041,0.803,41.634,-250.137,-18.206,Pitch
0.513,0.007,0.850,44.198,-212.412,-12.695,Pitch
0.668,0.044,0.804,37.916,-135.878,-7.344,Pitch
0.669,0.085,0.743,20.542,-62.748,-11.328,Pitch
0.677,0.052,0.769,-18.626,76.618,-1.656,Pitch
0.625,0.009,0.770,-34.702,177.534,2.809,Pitch
0.499,0.005,0.802,-38.382,228.298,7.290,Pitch
0.416,-0.010,0.825,-40.603,250.130,16.145,Pitch
0.317,-0.014,0.942,-50.412,250.130,18.588,Pitch
0.152,-0.040,0.958,-57.374,250.130,13.282,Pitch
0.015,-0.087,0.963,-44.260,244.618,16.679,Pitch
-0.115,-0.128,1.064,-18.817,157.397,19.382,Pitch
-0.203,-0.113,1.055,-3.878,75.405,21.847,Pitch
-0.201,-0.083,1.087,5.099,24.840,13.641,Pitch
-0.187,-0.076,1.087,2.061,-20.824,-1.542,Pitch
-0.152,-0.094,1.095,11.802,-83.641,-9.847,Pitch
-0.084,-0.092,1.145,21.992,-166.290,-17.191,Pitch
0.001,-0.049,0.910,23.672,-244.733,-25.412,Pitch
0.140,-0.050,0.927,35.473,-250.137,-26.710,Pitch
0.303,0.034,0.923,54.527,-250.137,-24.244,Pitch
0.406,0.004,0.856,56.321,-233.924,-15.519,Pitch
0.507,0.016,0.831,50.435,-167.198,-6.389,Pitch
0.550,0.069,0.790,34.290,-103.519,-5.458,Pitch
0.519,0.060,0.811,17.298,-44.840,-8.573,Pitch
0.606,0.046,0.837,-4.107,70.412,1.710,Pitch
0.510,0.039,0.789,-22.466,161.786,10.183,Pitch
0.464,0.021,0.814,-42.450,229.947,15.947,Pitch
0.375,0.032,0.909,-50.725,250.130,19.916,Pitch
0.197,0.020,0.957,-61.664,250.130,13.359,Pitch
0.018,-0.029,0.955,-51.603,250.130,14.458,Pitch
-0.081,-0.088,1.073,-42.664,238.718,19.802,Pitch
-0.140,-0.118,1.048,-25.359,149.863,6.260,Pitch
-0.259,-0.120,1.052,-3.015,28.023,7.290,Pitch
-0.256,-0.112,1.079,12.015,-73.443,3.893,Pitch
-0.198,-0.085,1.040,17.053,-148.855,-0.702,Pitch
-0.127,-0.103,0.953,22.305,-234.389,1.557,Pitch
0.103,-0.053,1.028,37.634,-250.137,-0.412,Pitch
0.202,-0.042,1.075,51.382,-250.137,-3.573,Pitch
0.299,0.049,1.000,51.183,-250.137,-8.015,Pitch
0.444,0.040,0.795,40.473,-250.137,-8.748,Pitch
0.575,0.017,0.722,43.893,-174.542,-4.000,Pitch
0.606,0.078,0.796,22.908,-92.290,-0.168,Pitch
0.646,0.085,0.738,1.191,-15.840,-3.031,Pitch
0.599,0.017,0.767,-30.183,131.832,7.160,Pitch
0.525,0.017,0.739,-50.084,250.130,14.885,Pitch
0.438,0.016,0.833,-68.779,250.130,15.069,Pitch
0.285,-0.006,0.983,-59.870,250.130,0.893,Pitch
0.083,-0.074,0.908,-39.290,250.130,-2.267,Pitch
-0.033,-0.107,0.999,-25.405,198.519,11.603,Pitch
-0.143,-0.137,1.029,-11.092,125.840,21.160,Pitch
-0.192,-0.119,1.048,6.298,34.511,21.603,Pitch
-0.191,-0.091,1.088,7.252,-42.756,15.351,Pitch
-0.166,-0.101,1.142,5.427,-119.519,13.336,Pitch
-0.153,-0.057,1.123,5.214,-192.885,3.611,Pitch
0.046,-0.071,1.102,25.954,-250.137,-10.939,Pitch
0.144,-0.001,0.918,37.786,-250.137,-11.099,Pitch
0.313,0.016,0.826,23.458,-250.137,-10.473,Pitch
0.480,0.005,0.833,21.710,-222.412,-11.107,Pitch
0.540,0.018,0.815,23.893,-163.168,-11.382,Pitch
0.558,0.040,0.740,18.275,-115.992,-14.053,Pitch
0.601,0.051,0.741,3.282,-66.023,-15.634,Pitch
0.622,-0.004,0.753,-5.084,13.824,-11.015,Pitch
0.584,-0.001,0.774,-12.008,127.687,-0.931,Pitch
0.544,0.041,0.824,-28.328,214.489,6.779,Pitch
0.461,-0.028,0.834,-41.275,250.130,12.779,Pitch
0.327,-0.018,0.940,-48.656,250.130,17.649,Pitch
0.135,-0.078,1.050,-38.252,250.130,10.962,Pitch
-0.041,-0.109,0.969,-6.351,233.145,10.672,Pitch
-0.170,-0.085,1.073,0.145,130.183,7.939,Pitch
-0.228,-0.120,1.077,16.321,35.313,4.901,Pitch
-0.226,-0.108,1.094,17.160,-62.870,0.321,Pitch
-0.158,-0.114,1.117,29.557,-161.779,3.000,Pitch
0.075,-0.033,1.142,32.977,-241.740,5.992,Pitch
0.092,0.063,0.956,12.962,-250.137,-10.931,Pitch
0.218,-0.045,0.919,19.595,-250.137,-6.695,Pitch
0.375,-0.044,0.880,40.405,-250.137,12.374,Pitch
0.515,0.036,0.803,43.832,-169.328,20.916,Pitch
0.566,0.067,0.785,19.740,-78.557,20.130,Pitch
0.597,0.031,0.717,10.718,-16.443,11.031,Pitch
0.616,0.070,0.681,3.298,44.565,4.924,Pitch
0.428,0.122,0.704,-40.160,183.916,-1.733,Pitch
0.495,0.036,0.902,-79.000,250.130,-9.374,Pitch
0.337,-0.036,1.007,-63.817,250.130,-25.763,Pitch
0.154,-0.010,0.951,-54.244,250.130,-30.237,Pitch
-0.034,-0.135,1.019,-42.679,232.221,-15.168,Pitch
-0.132,-0.121,1.079,-8.489,140.450,-4.099,Pitch
-0.199,-0.129,1.069,5.305,42.855,-1.069,Pitch
-0.200,-0.120,1.146,4.466,-24.313,-4.198,Pitch
-0.205,-0.119,1.162,3.489,-98.580,-12.641,Pitch
-0.105,-0.166,1.088,31.008,-188.206,-17.977,Pitch
0.031,-0.121,0.933,80.473,-250.137,-11.802,Pitch
0.254,0.016,0.823,78.168,-245.305,-14.779,Pitch
0.339,0.005,0.934,43.107,-203.679,-8.916,Pitch
0.592,-0.028,0.892,15.962,-77.603,-20.473,Pitch
0.380,0.038,0.852,5.954,41.275,1.634,Pitch
0.217,0.085,0.873,-9.023,53.282,15.687,Pitch
0.292,0.045,0.904,-2.947,60.466,11.206,Pitch
0.371,0.076,0.834,-17.603,136.237,-4.710,Pitch
0.220,0.009,0.900,-47.176,213.145,2.405,Pitch
0.131,0.014,1.032,-39.771,243.389,7.099,Pitch
-0.042,-0.029,1.078,-19.885,197.153,-2.725,Pitch
-0.137,-0.073,1.069,-3.122,111.718,-3.817,Pitch
-0.162,-0.073,1.156,-6.473,38.412,-0.206,Pitch
-0.147,-0.124,1.150,11.618,-64.107,4.405,Pitch
-0.090,-0.126,1.111,31.099,-156.809,6.336,Pitch
-0.044,-0.096,0.958,79.710,-218.099,6.870,Pitch
0.163,0.033,0.965,86.611,-230.069,23.229,Pitch
0.261,0.053,0.974,53.038,-206.626,34.718,Pitch
0.350,0.084,1.035,29.534,-137.298,30.824,Pitch
0.366,0.149,0.914,12.328,-98.534,16.183,Pitch
0.380,0.117,0.776,-1.031,-16.405,4.992,Pitch
0.379,0.183,0.841,-30.947,29.763,7.733,Pitch
0.403,0.152,0.785,-71.580,86.359,9.305,Pitch
0.513,-0.044,0.853,-60.977,168.046,-3.992,Pitch
0.338,0.004,0.743,-33.656,216.366,-11.038,Pitch
0.148,-0.056,1.027,-40.809,224.901,-7.740,Pitch
0.044,-0.091,1.087,-19.084,198.359,-1.260,Pitch
-0.094,-0.105,1.011,2.344,156.832,13.061,Pitch
-0.171,-0.100,1.074,24.809,93.298,17.870,Pitch
-0.169,-0.064,1.119,44.557,9.405,22.122,Pitch
-0.218,-0.038,1.161,36.412,-77.031,22.420,Pitch
-0.200,0.023,1.217,20.061,-170.656,14.634,Pitch
-0.039,0.135,1.027,-27.313,-244.168,-4.527,Pitch
0.155,-0.012,0.899,-45.992,-250.137,-23.191,Pitch
0.331,-0.039,0.891,4.504,-219.466,-27.504,Pitch
0.393,-0.022,0.856,30.176,-176.107,-23.672,Pitch
0.470,0.031,0.833,34.687,-136.672,-18.824,Pitch
0.514,0.042,0.830,23.962,-91.282,-16.206,Pitch
0.550,0.033,0.804,22.168,-64.573,-11.710,Pitch
0.518,0.036,0.801,22.290,-23.931,1.412,Pitch
0.531,0.071,0.773,1.412,63.763,11.206,Pitch
0.527,0.077,0.857,-8.511,142.824,14.908,Pitch
0.443,0.119,0.861,-45.779,203.595,13.481,Pitch
0.314,0.041,0.929,-69.260,250.130,7.359,Pitch
0.233,-0.047,0.985,-63.107,250.130,2.458,Pitch
0.066,-0.025,0.989,-49.427,249.824,-3.817,Pitch
-0.085,-0.073,1.047,-26.511,163.656,-8.137,Pitch
-0.168,-0.106,1.082,-3.977,62.672,-8.275,Pitch
-0.210,-0.093,1.130,1.313,-20.901,-5.786,Pitch
-0.178,-0.036,1.120,-3.366,-81.527,-5.252,Pitch
-0.105,-0.063,1.103,-0.313,-130.969,-11.298,Pitch
-0.049,-0.126,1.001,26.649,-200.214,-14.718,Pitch
0.133,-0.008,0.962,31.817,-226.336,-22.947,Pitch
0.226,0.032,0.918,6.550,-232.672,-25.000,Pitch
0.398,0.007,0.887,0.153,-188.160,-27.450,Pitch
0.496,-0.044,0.835,15.954,-129.130,-24.061,Pitch
0.474,-0.043,0.822,26.824,-99.229,-14.924,Pitch
0.504,-0.010,0.823,31.794,-69.672,-7.740,Pitch
0.545,-0.005,0.818,29.595,-26.084,-7.511,Pitch
0.552,0.028,0.799,18.237,17.878,-8.550,Pitch
0.499,0.024,0.696,-1.458,86.634,-0.076,Pitch
0.399,-0.006,0.752,-44.802,222.496,22.031,Pitch
0.410,-0.033,1.115,-63.595,250.130,40.397,Pitch
0.204,0.044,0.942,-56.168,250.130,33.565,Pitch
0.036,-0.104,1.005,-26.573,235.939,35.763,Pitch
-0.046,-0.105,1.113,-16.634,176.206,33.374,Pitch
-0.142,-0.094,1.069,0.496,98.115,24.618,Pitch
-0.213,-0.105,1.114,10.969,-2.840,11.649,Pitch
-0.196,-0.068,1.142,14.863,-91.389,4.580,Pitch
-0.240,-0.056,1.048,21.710,-160.183,3.603,Pitch
0.027,-0.044,0.985,38.824,-208.878,-0.107,Pitch
0.123,-0.004,0.823,63.321,-224.603,2.344,Pitch
0.218,0.033,0.886,68.351,-250.137,4.191,Pitch
0.381,0.104,0.862,49.710,-237.771,-1.992,Pitch
0.526,0.100,0.790,28.305,-161.740,-9.092,Pitch
0.540,0.109,0.772,7.000,-92.374,-11.725,Pitch
0.578,0.064,0.842,-16.069,-48.718,-13.107,Pitch
0.620,0.058,0.863,-27.588,3.687,-11.893,Pitch
0.483,0.025,0.804,-36.840,128.832,-4.702,Pitch
0.457,-0.018,0.926,-53.496,250.130,16.435,Pitch
0.374,-0.026,1.057,-52.794,250.130,21.985,Pitch
0.198,-0.009,0.885,-24.832,242.267,9.466,Pitch
0.099,-0.028,0.947,-33.641,183.855,6.618,Pitch
0.031,-0.048,1.031,-19.580,145.336,9.168,Pitch
-0.059,-0.066,1.041,-8.252,100.740,5.290,Pitch
-0.101,-0.061,1.029,2.969,37.603,-1.244,Pitch
-0.106,-0.070,1.059,14.725,-21.214,-1.588,Pitch
-0.081,-0.051,1.086,29.053,-70.328,4.878,Pitch
0.017,-0.036,1.185,28.137,-128.382,3.901,Pitch
0.032,-0.018,1.069,30.389,-205.557,-14.397,Pitch
0.141,0.000,0.868,49.366,-250.137,-24.252,Pitch
0.268,0.073,0.844,60.359,-250.137,-23.130,Pitch
0.438,0.091,0.881,34.237,-217.840,-14.901,Pitch
0.519,0.068,0.839,27.122,-161.595,-7.863,Pitch
0.558,0.092,0.819,7.901,-107.351,-2.374,Pitch
0.649,0.059,0.824,-8.710,-32.916,2.336,Pitch
0.633,0.108,0.804,-25.122,50.664,7.145,Pitch
0.528,0.056,0.771,-62.160,209.443,18.641,Pitch
0.459,0.012,0.912,-53.641,250.130,15.382,Pitch
0.294,0.027,0.944,-40.221,238.985,9.878,Pitch
0.201,-0.002,0.947,-30.870,228.328,18.504,Pitch
0.115,-0.047,1.042,-26.405,228.191,17.588,Pitch
0.004,-0.048,1.046,-8.542,175.366,7.511,Pitch
-0.124,-0.071,1.046,15.573,91.840,14.366,Pitch
-0.122,-0.048,1.013,13.580,58.557,15.458,Pitch
-0.153,-0.040,1.071,1.817,20.557,1.870,Pitch
-0.123,-0.018,1.068,5.115,-46.985,-10.977,Pitch
-0.143,0.009,1.025,-6.580,-107.427,-16.885,Pitch
0.006,-0.056,1.024,-2.809,-162.542,-21.198,Pitch
0.085,-0.104,0.936,28.031,-206.046,-15.519,Pitch
0.153,-0.007,1.036,43.718,-245.962,-12.496,Pitch
0.293,0.035,0.939,52.130,-246.992,-13.389,Pitch
0.396,0.089,0.765,48.824,-211.427,-12.046,Pitch
0.471,0.069,0.764,27.458,-160.183,-13.137,Pitch
0.562,0.094,0.842,14.824,-123.802,-12.725,Pitch
0.530,0.075,0.809,-3.489,-89.191,-12.733,Pitch
0.665,0.041,0.832,-14.985,-0.176,-5.901,Pitch
0.597,0.073,0.842,-27.863,104.847,1.420,Pitch
0.518,0.009,0.809,-21.649,188.107,11.069,Pitch
0.452,0.093,0.870,-23.008,250.130,25.229,Pitch
0.349,0.042,0.967,-40.389,250.130,22.695,Pitch
0.192,0.005,0.993,-16.863,238.389,11.443,Pitch
0.076,0.018,1.006,-19.565,157.237,10.069,Pitch
-0.032,-0.008,1.100,-19.924,104.511,12.282,Pitch
-0.077,0.003,1.071,-10.023,37.198,7.099,Pitch
-0.065,-0.022,1.079,-3.244,-24.580,1.473,Pitch
0.042,-0.061,1.139,9.794,-93.168,5.595,Pitch
0.053,-0.063,1.051,28.679,-154.618,-1.435,Pitch
0.155,-0.030,0.876,46.397,-182.351,-0.527,Pitch
0.240,0.063,0.846,49.557,-213.893,-5.206,Pitch
0.355,0.098,0.885,35.023,-210.450,-13.000,Pitch
0.453,0.076,0.875,23.939,-177.489,-13.351,Pitch
0.499,0.083,0.797,19.176,-127.527,-10.679,Pitch
0.523,0.103,0.836,4.504,-67.061,-12.489,Pitch
0.542,0.090,0.810,-5.924,-10.435,-11.160,Pitch
0.525,0.071,0.792,-26.290,75.267,-0.313,Pitch
0.494,0.039,0.758,-54.107,235.573,11.168,Pitch
0.420,0.049,0.997,-60.191,250.130,12.733,Pitch
0.197,0.021,1.014,-49.412,250.130,11.321,Pitch
0.125,-0.045,0.972,-40.557,241.847,16.893,Pitch
-0.015,-0.043,1.080,-31.489,202.374,14.656,Pitch
-0.130,-0.049,1.094,-14.771,129.588,9.115,Pitch
-0.166,-0.042,1.031,3.328,43.580,10.099,Pitch
-0.170,-0.040,1.086,10.160,-17.351,5.580,Pitch
-0.151,-0.040,1.089,14.191,-74.069,-2.977,Pitch
-0.050,-0.008,1.087,12.489,-132.389,-9.107,Pitch
-0.011,-0.052,0.919,24.198,-163.229,-14.969,Pitch
0.104,-0.014,1.010,45.534,-204.962,-8.664,Pitch
0.224,0.027,1.040,40.580,-227.679,-9.489,Pitch
0.312,0.044,0.907,36.985,-214.221,-10.786,Pitch
0.354,0.086,0.768,39.672,-175.008,-9.412,Pitch
0.452,0.088,0.855,21.656,-134.076,-4.870,Pitch
0.529,0.067,0.898,19.336,-107.534,-4.473,Pitch
0.516,0.081,0.799,14.702,-75.351,-8.099,Pitch
0.593,0.091,0.823,1.489,-40.405,-13.511,Pitch
0.532,0.069,0.806,-3.939,-5.977,-8.550,Pitch
0.557,0.038,0.832,3.145,14.870,0.008,Pitch
0.493,0.108,0.773,-20.954,113.092,10.328,Pitch
0.467,0.051,0.879,-54.618,248.542,16.885,Pitch
0.437,0.039,0.989,-65.656,250.130,14.588,Pitch
0.222,0.038,0.890,-51.878,250.130,5.084,Pitch
0.111,-0.020,0.995,-54.282,240.000,4.252,Pitch
0.029,-0.036,1.063,-39.832,219.855,2.450,Pitch
-0.145,-0.068,1.046,-23.908,161.870,0.473,Pitch
-0.229,-0.111,1.106,-8.359,63.374,8.626,Pitch
-0.237,-0.096,1.111,2.489,-46.901,10.344,Pitch
-0.198,-0.077,1.161,19.580,-151.634,9.634,Pitch
-0.147,-0.083,1.026,30.550,-250.137,5.504,Pitch
0.125,0.014,0.857,53.366,-250.137,-6.450,Pitch
0.219,0.060,0.860,52.397,-250.137,-9.427,Pitch
0.381,0.078,0.862,46.344,-250.137,-15.061,Pitch
0.487,0.108,0.791,46.336,-243.389,-18.771,Pitch
0.562,0.089,0.756,44.206,-191.267,-21.885,Pitch
0.571,0.094,0.749,30.954,-138.855,-20.733,Pitch
0.723,0.085,0.763,6.702,-38.885,-12.916,Pitch
0.701,0.082,0.748,-19.466,94.198,3.855,Pitch
0.605,0.095,0.703,-31.954,180.740,12.947,Pitch
0.543,0.087,0.778,-38.466,188.763,15.443,Pitch
0.490,0.072,0.873,-49.740,197.840,21.275,Pitch
0.395,0.009,0.831,-61.122,247.878,26.313,Pitch
0.281,0.029,0.976,-72.221,250.130,16.183,Pitch
0.108,-0.035,1.032,-46.206,250.130,8.702,Pitch
-0.047,-0.094,1.002,-22.282,199.710,14.176,Pitch
-0.105,-0.110,1.041,-1.504,136.420,20.130,Pitch
-0.211,-0.074,1.076,7.374,80.252,11.580,Pitch
-0.202,-0.044,1.108,12.794,-7.198,2.153,Pitch
-0.185,-0.067,1.052,13.763,-76.252,2.649,Pitch
-0.070,-0.072,1.077,19.992,-141.695,4.473,Pitch
-0.051,-0.047,1.062,19.267,-206.031,6.099,Pitch
0.081,0.012,0.955,17.473,-250.137,0.046,Pitch
0.264,-0.009,0.896,35.687,-250.137,-8.893,Pitch
0.346,-0.006,0.900,60.412,-250.137,-8.534,Pitch
0.475,0.041,0.854,67.458,-250.137,-1.771,Pitch
0.544,0.054,0.760,59.405,-203.550,11.557,Pitch
0.688,0.104,0.696,34.198,-105.809,22.389,Pitch
0.763,0.145,0.728,8.359,-6.450,20.763,Pitch
0.690,0.123,0.762,-23.275,117.305,13.771,Pitch
0.537,0.083,0.753,-51.733,222.847,19.397,Pitch
0.526,0.052,0.854,-44.496,250.130,13.603,Pitch
0.391,0.012,0.943,-44.702,250.130,1.687,Pitch
0.259,-0.029,0.875,-50.450,230.344,-1.771,Pitch
0.139,-0.007,0.983,-54.389,236.244,-0.092,Pitch
0.031,-0.070,1.051,-52.565,231.748,-8.779,Pitch
-0.066,-0.148,1.025,-34.336,168.718,-10.298,Pitch
-0.147,-0.153,1.040,-7.916,73.511,7.214,Pitch
-0.146,-0.115,1.058,0.481,-3.252,8.794,Pitch
-0.172,-0.118,1.054,2.977,-54.718,5.504,Pitch
-0.102,-0.135,1.050,10.298,-97.092,14.550,Pitch
-0.059,-0.097,1.123,18.695,-162.870,15.191,Pitch
0.002,-0.108,1.021,32.885,-240.756,16.534,Pitch
0.192,-0.014,0.869,47.832,-250.137,4.298,Pitch
0.337,0.002,0.823,41.893,-250.137,-6.282,Pitch
0.499,0.000,0.867,38.168,-244.145,-19.084,Pitch
0.572,0.059,0.846,37.817,-200.321,-33.321,Pitch
0.482,0.062,0.864,30.779,-134.366,-26.031,Pitch
0.628,0.054,0.791,13.008,-63.786,-19.450,Pitch
0.700,0.076,0.794,-15.847,15.855,-19.863,Pitch
0.650,0.041,0.775,-39.908,97.740,-31.015,Pitch
0.492,-0.018,0.713,-47.702,208.802,-21.183,Pitch
0.464,0.010,0.880,-71.985,250.130,7.000,Pitch
0.396,-0.012,0.962,-58.931,250.130,12.198,Pitch
0.173,-0.059,0.925,-33.389,250.130,6.725,Pitch
0.049,-0.056,1.003,-39.672,205.748,14.466,Pitch
-0.039,-0.100,1.037,-20.130,144.992,26.321,Pitch
-0.102,-0.115,1.051,-3.908,84.450,24.443,Pitch
-0.104,-0.095,1.084,3.595,9.008,14.580,Pitch
-0.164,-0.093,1.105,8.802,-65.351,6.122,Pitch
-0.110,-0.074,1.143,9.076,-131.420,1.565,Pitch
0.025,-0.100,1.083,21.718,-191.252,0.344,Pitch
0.108,-0.061,0.927,53.099,-193.840,7.817,Pitch
0.201,0.003,0.878,57.634,-192.092,10.191,Pitch
0.339,0.030,0.914,45.588,-176.794,4.321,Pitch
0.400,0.046,0.910,34.260,-166.107,-13.206,Pitch
0.404,0.070,0.864,32.550,-163.489,-18.336,Pitch
0.511,0.054,0.831,20.954,-124.519,-15.229,Pitch
0.562,0.067,0.792,1.740,-55.000,-11.328,Pitch
0.564,0.065,0.795,-12.878,-8.847,-10.481,Pitch
0.523,0.025,0.797,-15.458,31.802,-2.290,Pitch
0.455,0.031,0.677,-42.733,205.069,13.878,Pitch
0.384,0.076,0.927,-87.290,250.130,24.779,Pitch
0.318,-0.081,1.133,-81.008,250.130,-1.160,Pitch
0.057,-0.037,0.824,-26.092,250.130,7.740,Pitch
-0.050,-0.085,1.052,-30.145,221.237,22.977,Pitch
-0.158,-0.090,1.093,-20.931,149.137,18.115,Pitch
-0.240,-0.115,1.103,6.969,37.221,6.733,Pitch
-0.266,-0.118,1.115,19.649,-74.458,0.092,Pitch
-0.192,-0.101,1.164,25.450,-164.153,0.992,Pitch
-0.135,-0.016,1.086,22.779,-250.137,1.977,Pitch
0.082,0.016,0.860,10.534,-250.137,-2.611,Pitch
0.311,-0.038,0.936,32.687,-250.137,-14.252,Pitch
0.382,0.009,0.915,49.534,-250.137,-22.870,Pitch
0.512,0.059,0.838,48.611,-250.137,-33.542,Pitch
0.568,0.068,0.792,25.656,-167.840,-24.702,Pitch
0.677,0.043,0.737,-9.679,-54.863,-17.840,Pitch
0.677,0.025,0.725,-22.137,-8.985,-19.481,Pitch
0.618,0.034,0.694,-32.527,72.328,-15.733,Pitch
0.513,-0.026,0.720,-40.565,138.122,-7.527,Pitch
0.479,-0.025,0.725,-42.382,215.802,19.206,Pitch
0.436,0.028,0.858,-44.344,250.130,37.840,Pitch
0.385,-0.029,0.961,-32.084,250.130,31.962,Pitch
0.184,-0.054,0.941,-3.061,250.130,42.588,Pitch
-0.006,-0.054,1.032,0.000,239.779,50.214,Pitch
-0.140,-0.082,1.099,16.870,150.496,50.534,Pitch
-0.177,-0.016,1.050,13.084,92.389,37.435,Pitch
-0.186,-0.020,1.113,7.725,57.893,19.206,Pitch
-0.239,-0.029,1.108,0.282,-13.740,5.916,Pitch
-0.124,-0.041,1.141,-12.550,-69.641,2.992,Pitch
-0.143,-0.050,1.144,-11.550,-130.893,1.183,Pitch
-0.097,-0.099,1.070,17.450,-209.076,4.313,Pitch
0.070,-0.010,0.924,40.374,-250.137,3.817,Pitch
0.214,0.025,0.857,46.168,-250.137,1.336,Pitch
0.367,0.016,0.857,50.611,-250.137,7.809,Pitch
0.482,0.069,0.773,46.725,-235.122,5.435,Pitch
0.551,0.110,0.760,20.031,-168.214,-6.985,Pitch
0.641,0.058,0.783,1.336,-91.015,-10.550,Pitch
0.650,0.090,0.784,-21.519,8.763,-15.954,Pitch
0.583,0.002,0.760,-45.420,203.244,-13.664,Pitch
0.522,0.070,0.815,-54.931,250.130,-11.137,Pitch
0.393,-0.008,0.907,-43.206,250.130,-13.344,Pitch
0.253,-0.019,0.889,-35.802,250.130,-12.099,Pitch
0.108,-0.044,1.009,-47.672,250.130,-11.756,Pitch
-0.031,-0.062,1.018,-28.481,210.573,-1.718,Pitch
-0.134,-0.099,1.030,-3.763,141.634,10.809,Pitch
-0.216,-0.097,1.036,2.565,69.458,15.198,Pitch
